Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1146,59,Male,Blouse,Clothing,56,Texas,M,Black,Summer,4.35,Yes,Store Pickup,Yes,Yes,21,Debit Card,Bi-Weekly
1147,22,Male,T-shirt,Clothing,27,Georgia,M,Green,Fall,3.76,Yes,Store Pickup,Yes,Yes,18,PayPal,Weekly
1148,28,Male,Sandals,Footwear,20,Montana,XL,Green,Winter,3.64,No,Next Day Air,No,No,11,Cash,Fortnightly
1149,18,Male,Blouse,Clothing,89,Illinois,M,Brown,Summer,3.83,No,Free Shipping,No,No,27,PayPal,Every 3 Months
1150,51,Female,Coat,Clothing,66,New York,S,Beige,Fall,4.4,No,Store Pickup,No,No,24,Cash,Annually
1151,18,Female,Blouse,Clothing,94,Ohio,L,Beige,Spring,3.05,No,Next Day Air,Yes,Yes,41,PayPal,Weekly
1152,36,Male,Jeans,Clothing,24,Florida,M,Green,Summer,3.33,No,Standard,Yes,Yes,43,Venmo,Weekly
1153,19,Male,Hoodie,Clothing,69,Illinois,S,Beige,Summer,3.57,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly
1154,38,Male,Sandals,Footwear,43,Michigan,M,Yellow,Fall,3.65,Yes,Express,Yes,Yes,34,Debit Card,Annually
1155,37,Female,Pants,Clothing,66,Montana,L,Pink,Winter,3.77,No,Next Day Air,No,No,20,PayPal,Fortnightly
1156,40,Female,Pants,Clothing,37,Ohio,S,Black,Winter,3.79,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly
1157,38,Male,Pants,Clothing,47,Illinois,M,Pink,Fall,4.2,No,Store Pickup,Yes,Yes,47,Cash,Every 3 Months
1158,41,Male,Coat,Clothing,96,Colorado,M,Beige,Fall,2.74,No,Free Shipping,Yes,Yes,8,Venmo,Quarterly
1159,21,Male,Shirt,Clothing,24,Idaho,S,Blue,Spring,2.84,No,Standard,Yes,Yes,37,Debit Card,Annually
1160,29,Male,Boots,Footwear,49,Arizona,XL,Brown,Fall,3.4,No,Standard,No,No,5,Cash,Every 3 Months
1161,39,Male,T-shirt,Clothing,20,Georgia,S,Beige,Summer,4.32,No,Free Shipping,No,No,7,PayPal,Annually
1162,37,Female,Skirt,Clothing,65,Alabama,S,White,Fall,3.41,No,Standard,Yes,Yes,44,Debit Card,Fortnightly
1163,35,Male,Shorts,Clothing,88,Alabama,S,Gray,Spring,3.78,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Every 3 Months
1164,18,Female,Boots,Footwear,50,California,S,Red,Fall,3.88,No,Standard,Yes,Yes,41,PayPal,Every 3 Months
1165,47,Male,Coat,Clothing,89,Michigan,M,Blue,Fall,3.99,No,Next Day Air,Yes,Yes,4,PayPal,Quarterly
1166,50,Male,Sweater,Clothing,75,Idaho,S,Gray,Summer,4.74,No,Standard,Yes,Yes,40,Venmo,Annually
1167,41,Female,Hoodie,Clothing,47,Georgia,S,Yellow,Winter,4.22,No,Store Pickup,No,No,19,PayPal,Monthly
1168,31,Male,T-shirt,Clothing,35,Arizona,L,Brown,Fall,4.4,Yes,Next Day Air,No,No,1,Credit Card,Annually
1169,53,Female,Boots,Footwear,73,California,M,White,Spring,3.72,No,Next Day Air,No,No,43,Debit Card,Bi-Weekly
1170,22,Female,Dress,Clothing,72,Colorado,L,Yellow,Fall,4.68,No,Store Pickup,Yes,Yes,13,Credit Card,Bi-Weekly
1171,28,Male,Coat,Clothing,31,Illinois,M,Yellow,Fall,3.84,No,Free Shipping,Yes,Yes,50,PayPal,Monthly
1172,41,Male,Jeans,Clothing,39,California,XL,Yellow,Summer,2.63,No,Free Shipping,No,No,42,PayPal,Weekly
1173,48,Female,Shorts,Clothing,53,New York,XL,Green,Winter,5.0,No,Store Pickup,No,No,45,Venmo,Quarterly
1174,30,Female,Jeans,Clothing,72,Idaho,M,Gray,Winter,3.83,Yes,2-Day Shipping,No,No,25,Venmo,Bi-Weekly
1175,33,Male,Pants,Clothing,83,Ohio,XL,Red,Winter,4.12,Yes,Free Shipping,Yes,Yes,44,Bank Transfer,Fortnightly
1176,41,Female,Shorts,Clothing,42,Ohio,XL,Pink,Fall,3.16,No,Next Day Air,No,No,45,Venmo,Every 3 Months
1177,30,Male,Boots,Footwear,46,Arizona,M,White,Summer,5.0,No,Next Day Air,Yes,Yes,34,Bank Transfer,Every 3 Months
1178,41,Female,Dress,Clothing,36,Colorado,S,Pink,Summer,3.32,No,Standard,No,No,35,Venmo,Weekly
1179,43,Male,Pants,Clothing,67,Montana,L,White,Fall,3.57,No,Standard,No,No,17,Bank Transfer,Bi-Weekly
1180,19,Female,Skirt,Clothing,40,Oregon,M,Black,Summer,2.88,No,2-Day Shipping,No,No,26,Cash,Annually
1181,33,Female,Hoodie,Clothing,69,Georgia,M,Green,Winter,4.02,No,Next Day Air,Yes,Yes,21,Venmo,Quarterly
1182,55,Male,Sweater,Clothing,59,Virginia,M,White,Summer,3.63,No,2-Day Shipping,No,No,12,PayPal,Bi-Weekly
1183,63,Female,T-shirt,Clothing,22,Colorado,L,Beige,Fall,2.87,No,Next Day Air,Yes,Yes,16,Bank Transfer,Quarterly
1184,18,Female,Shirt,Clothing,36,Colorado,M,Beige,Fall,3.76,No,Free Shipping,Yes,Yes,20,PayPal,Weekly
1185,66,Female,Jeans,Clothing,80,Ohio,L,Black,Spring,3.86,No,Standard,Yes,Yes,10,Bank Transfer,Annually
1186,28,Female,Jeans,Clothing,69,Idaho,L,Red,Spring,3.65,No,Store Pickup,No,No,23,Debit Card,Annually
1187,68,Female,Pants,Clothing,25,Florida,XL,Brown,Summer,2.71,No,Store Pickup,Yes,Yes,47,Bank Transfer,Annually
1188,52,Female,Jacket,Clothing,47,Alabama,S,Green,Summer,3.97,No,2-Day Shipping,Yes,Yes,30,Credit Card,Every 3 Months
1189,60,Female,Shorts,Clothing,91,Florida,XL,Yellow,Fall,3.04,Yes,Express,No,No,8,Bank Transfer,Monthly
1190,46,Male,Sneakers,Footwear,74,Colorado,M,Gray,Spring,4.33,Yes,Store Pickup,Yes,Yes,5,Bank Transfer,Every 3 Months
1191,54,Female,Skirt,Clothing,77,California,M,Blue,Spring,3.47,No,Next Day Air,No,No,12,Cash,Quarterly
1192,34,Female,T-shirt,Clothing,64,Texas,L,Green,Winter,4.36,No,Free Shipping,Yes,Yes,42,Cash,Quarterly
1193,56,Male,Shorts,Clothing,91,New York,XL,Black,Winter,3.81,No,Express,Yes,Yes,14,Debit Card,Weekly
1194,59,Female,Jacket,Clothing,38,Texas,L,Beige,Fall,3.84,No,Free Shipping,No,No,12,Debit Card,Weekly
1195,45,Female,Blouse,Clothing,48,Idaho,XL,Gray,Fall,4.57,Yes,Free Shipping,Yes,Yes,24,Venmo,Fortnightly
1196,46,Male,Shorts,Clothing,42,Texas,XL,White,Fall,3.31,Yes,Next Day Air,No,No,45,Debit Card,Every 3 Months
1197,60,Female,Shirt,Clothing,51,Colorado,XL,Red,Fall,3.14,No,Free Shipping,No,No,17,Cash,Every 3 Months
1198,20,Female,T-shirt,Clothing,29,Florida,XL,Red,Spring,4.13,No,2-Day Shipping,No,No,1,Credit Card,Weekly
1199,69,Male,Boots,Footwear,68,Virginia,XL,Brown,Fall,3.01,No,Express,No,No,42,Bank Transfer,Bi-Weekly
1200,27,Male,Skirt,Clothing,84,Montana,S,Brown,Fall,3.32,Yes,Free Shipping,Yes,Yes,37,Credit Card,Quarterly
1201,59,Female,Jacket,Clothing,48,Oregon,M,Green,Spring,2.85,No,Store Pickup,Yes,Yes,11,Cash,Annually
1202,31,Female,Blouse,Clothing,78,Oregon,XL,Blue,Winter,4.49,No,Store Pickup,No,No,42,Venmo,Monthly
1203,29,Male,Hoodie,Clothing,64,Idaho,XL,Black,Fall,3.2,Yes,Free Shipping,No,No,6,Credit Card,Weekly
1204,64,Female,Sandals,Footwear,86,Alabama,L,Gray,Winter,3.41,No,Standard,No,No,15,Bank Transfer,Annually
1205,59,Male,Jacket,Clothing,70,Michigan,M,Beige,Spring,3.03,No,Standard,No,No,41,Bank Transfer,Quarterly
1206,47,Male,Sandals,Footwear,30,Arizona,M,Black,Winter,3.57,No,2-Day Shipping,No,No,40,Credit Card,Monthly
1207,49,Male,T-shirt,Clothing,25,Idaho,M,Black,Spring,3.71,No,Store Pickup,No,No,23,Venmo,Fortnightly
1208,49,Female,Jeans,Clothing,86,Colorado,XL,Pink,Fall,4.3,Yes,Standard,Yes,Yes,23,Credit Card,Bi-Weekly
1209,59,Male,Jacket,Clothing,81,Illinois,L,Pink,Winter,3.01,Yes,Free Shipping,No,No,38,PayPal,Fortnightly
1210,49,Male,Hoodie,Clothing,24,Alabama,M,White,Fall,3.44,Yes,Store Pickup,No,No,38,Cash,Weekly
1211,43,Male,Sweater,Clothing,28,Colorado,L,Blue,Summer,4.65,No,Free Shipping,Yes,Yes,49,Credit Card,Bi-Weekly
1212,68,Female,Pants,Clothing,47,Idaho,S,White,Summer,4.42,No,Express,No,No,12,Credit Card,Fortnightly
1213,18,Female,Sandals,Footwear,96,Illinois,S,Gray,Winter,3.39,No,Store Pickup,No,No,7,Venmo,Quarterly
1214,59,Female,Pants,Clothing,57,Alabama,L,Beige,Spring,3.77,No,Standard,No,No,37,Credit Card,Weekly
1215,19,Male,Shirt,Clothing,62,California,XL,Beige,Winter,4.98,No,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months
1216,34,Female,Sweater,Clothing,40,Ohio,M,Black,Spring,3.08,No,Standard,Yes,Yes,38,Cash,Fortnightly
1217,47,Female,Pants,Clothing,81,New York,S,Brown,Summer,,No,Free Shipping,No,No,40,PayPal,Bi-Weekly
1218,56,Male,Coat,Clothing,65,Ohio,S,Beige,Spring,3.48,No,Express,No,No,35,Debit Card,Bi-Weekly
1219,24,Male,Coat,Clothing,89,Florida,L,Brown,Summer,3.75,Yes,Standard,Yes,Yes,40,Cash,Every 3 Months
1220,69,Female,Blouse,Clothing,57,Michigan,XL,Brown,Winter,3.32,No,Express,Yes,Yes,29,Credit Card,Annually
1221,44,Female,Skirt,Clothing,68,Arizona,L,Gray,Fall,4.39,No,Standard,No,No,39,PayPal,Monthly
1222,26,Male,Jeans,Clothing,94,Ohio,L,Blue,Fall,3.93,No,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly
1223,39,Female,T-shirt,Clothing,100,Georgia,L,Black,Fall,3.44,Yes,Free Shipping,No,No,26,Debit Card,Bi-Weekly
1224,51,Male,Jacket,Clothing,58,Idaho,L,Beige,Spring,3.48,No,Free Shipping,No,No,20,Bank Transfer,Annually
1225,63,Male,Sneakers,Footwear,90,Georgia,L,Yellow,Fall,3.35,No,Next Day Air,Yes,Yes,46,Bank Transfer,Weekly
1226,66,Female,Shirt,Clothing,49,California,XL,Blue,Spring,4.3,No,Free Shipping,No,No,25,Credit Card,Bi-Weekly
1227,18,Female,Sandals,Footwear,40,Texas,L,Pink,Fall,3.52,Yes,Next Day Air,Yes,Yes,38,Bank Transfer,Monthly
1228,26,Female,T-shirt,Clothing,20,Florida,XL,Yellow,Spring,3.08,Yes,Free Shipping,Yes,Yes,39,Debit Card,Bi-Weekly
1229,37,Female,Sweater,Clothing,51,Ohio,M,Gray,Spring,4.38,No,Standard,No,No,37,Debit Card,Monthly
1230,70,Male,Dress,Clothing,27,Montana,M,Blue,Summer,3.63,No,Standard,No,No,19,Cash,Annually
1231,36,Female,Coat,Clothing,88,Virginia,M,Gray,Summer,2.98,No,2-Day Shipping,No,No,21,Bank Transfer,Quarterly
1232,53,Female,Dress,Clothing,49,Colorado,M,Blue,Winter,4.83,No,Standard,No,No,32,Bank Transfer,Monthly
1233,57,Female,Hoodie,Clothing,27,Arizona,S,Brown,Summer,4.17,Yes,Express,Yes,Yes,28,Cash,Weekly
1234,62,Male,Shirt,Clothing,38,Texas,XL,Black,Spring,3.83,No,Standard,Yes,Yes,39,Debit Card,Fortnightly
1235,21,Female,Sneakers,Footwear,78,Colorado,M,Beige,Summer,3.67,No,Next Day Air,Yes,Yes,41,Venmo,Every 3 Months
1236,26,Female,Jacket,Clothing,74,Oregon,S,Green,Summer,3.63,No,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly
1237,58,Male,Blouse,Clothing,49,New York,XL,Red,Summer,3.62,No,2-Day Shipping,Yes,Yes,47,Venmo,Quarterly
1238,39,Male,Sneakers,Footwear,98,Michigan,S,Black,Spring,3.64,No,Store Pickup,Yes,Yes,15,Venmo,Weekly
1239,35,Male,Shirt,Clothing,55,Idaho,S,Brown,Spring,3.45,No,Store Pickup,No,No,28,Debit Card,Quarterly
1240,29,Male,Sneakers,Footwear,74,California,L,Brown,Winter,3.74,No,Express,No,No,21,Credit Card,Quarterly
1241,59,Male,Shirt,Clothing,63,Alabama,S,Green,Summer,3.43,No,Express,No,No,16,Venmo,Bi-Weekly
1242,60,Female,Shirt,Clothing,46,Oregon,S,Brown,Summer,3.93,No,Free Shipping,No,No,23,Cash,Bi-Weekly
1243,56,Male,Shorts,Clothing,96,Colorado,XL,Yellow,Spring,3.79,Yes,Next Day Air,Yes,Yes,26,Cash,Weekly
1244,26,Male,Sandals,Footwear,97,Ohio,S,Brown,Winter,3.38,No,Store Pickup,Yes,Yes,15,Credit Card,Fortnightly
1245,23,Male,Boots,Footwear,73,Montana,L,Pink,Winter,3.75,No,Standard,No,No,37,Venmo,Monthly
1246,36,Male,Dress,Clothing,67,Oregon,M,Beige,Spring,4.13,No,Standard,No,No,12,PayPal,Bi-Weekly
1247,65,Male,Boots,Footwear,49,Arizona,M,Black,Summer,2.45,No,Free Shipping,Yes,Yes,4,Bank Transfer,Weekly
1248,64,Male,Boots,Footwear,58,New York,XL,Red,Winter,4.15,No,Standard,No,No,35,PayPal,Weekly
1249,24,Male,Boots,Footwear,32,Ohio,XL,Yellow,Winter,3.06,No,Express,No,No,31,Credit Card,Annually
1250,33,Male,Pants,Clothing,35,Colorado,S,Yellow,Summer,3.52,Yes,Standard,No,No,27,Bank Transfer,Fortnightly
1251,22,Female,Coat,Clothing,63,New York,XL,Red,Winter,2.1,No,Store Pickup,Yes,Yes,32,Credit Card,Weekly
1252,33,Female,Shorts,Clothing,90,Texas,S,Brown,Summer,4.14,Yes,Standard,No,No,33,PayPal,Every 3 Months
1253,18,Female,Jacket,Clothing,46,Virginia,XL,Blue,Winter,3.36,No,Express,No,No,13,Venmo,Weekly
1254,68,Male,Shorts,Clothing,64,Georgia,M,Yellow,Winter,3.5,No,Next Day Air,No,No,37,Venmo,Fortnightly
1255,54,Male,Jeans,Clothing,54,Texas,M,Yellow,Spring,3.85,Yes,Store Pickup,No,No,44,Debit Card,Bi-Weekly
1256,56,Male,Jeans,Clothing,98,Colorado,M,Black,Winter,2.62,No,Next Day Air,No,No,2,Bank Transfer,Fortnightly
1257,36,Female,Pants,Clothing,47,Florida,M,Green,Summer,3.84,No,Express,No,No,38,Credit Card,Quarterly
1258,54,Male,Coat,Clothing,26,Ohio,S,Pink,Winter,4.19,No,Express,Yes,Yes,37,Venmo,Bi-Weekly
1259,34,Male,Sneakers,Footwear,81,Virginia,S,Red,Spring,3.9,No,Store Pickup,No,No,50,PayPal,Quarterly
1260,43,Male,Sandals,Footwear,70,California,S,Brown,Winter,3.56,No,2-Day Shipping,No,No,5,Bank Transfer,Weekly
1261,39,Female,Coat,Clothing,65,Virginia,M,Gray,Fall,3.82,No,2-Day Shipping,No,No,18,PayPal,Quarterly
1262,25,Female,Pants,Clothing,39,Arizona,L,Gray,Summer,3.75,Yes,Standard,Yes,Yes,48,Cash,Fortnightly
1263,50,Male,Shirt,Clothing,57,Alabama,M,Blue,Fall,4.26,No,Store Pickup,Yes,Yes,17,Venmo,Fortnightly
1264,19,Female,Sweater,Clothing,80,Alabama,M,Yellow,Spring,4.55,Yes,Store Pickup,No,No,2,Debit Card,Annually
1265,47,Male,Sandals,Footwear,51,Oregon,L,Yellow,Fall,3.55,Yes,Standard,No,No,49,Debit Card,Monthly
1266,64,Male,Skirt,Clothing,45,Idaho,L,Green,Winter,3.94,No,2-Day Shipping,No,No,42,Bank Transfer,Annually
1267,37,Female,Dress,Clothing,77,Idaho,XL,Yellow,Summer,3.4,No,Standard,No,No,35,Credit Card,Annually
1268,35,Female,Sandals,Footwear,58,Arizona,M,Gray,Fall,4.05,No,Next Day Air,No,No,14,Cash,Every 3 Months
1269,60,Female,Pants,Clothing,39,Michigan,L,Red,Winter,4.08,No,Next Day Air,No,No,12,Bank Transfer,Annually
1270,27,Female,Shirt,Clothing,69,Ohio,XL,Blue,Fall,3.7,No,Free Shipping,No,No,33,PayPal,Weekly
1271,41,Male,Shirt,Clothing,98,Oregon,L,Green,Winter,4.11,Yes,2-Day Shipping,No,No,7,PayPal,Fortnightly
1272,21,Male,Blouse,Clothing,71,Ohio,L,Pink,Winter,3.8,No,Next Day Air,No,No,39,Credit Card,Bi-Weekly
1273,54,Female,Boots,Footwear,41,Texas,XL,Gray,Fall,3.77,Yes,Free Shipping,Yes,Yes,45,Debit Card,Annually
1274,21,Female,Coat,Clothing,72,Virginia,M,White,Spring,3.27,No,Express,No,No,9,Debit Card,Annually
1275,30,Male,Shirt,Clothing,85,Montana,XL,Black,Summer,3.9,No,Store Pickup,No,No,5,PayPal,Annually
1276,42,Male,Jeans,Clothing,62,Virginia,M,Green,Spring,3.45,No,Next Day Air,Yes,Yes,4,Credit Card,Fortnightly
1277,30,Male,Boots,Footwear,42,Idaho,L,Green,Fall,4.32,No,Free Shipping,Yes,Yes,32,Bank Transfer,Bi-Weekly
1278,35,Male,Jacket,Clothing,96,Michigan,XL,Gray,Winter,3.29,No,Standard,Yes,Yes,5,Venmo,Weekly
1279,41,Female,Sweater,Clothing,83,Montana,S,Blue,Fall,3.96,Yes,Store Pickup,Yes,Yes,44,Bank Transfer,Every 3 Months
1280,19,Female,Pants,Clothing,28,Ohio,L,Black,Winter,3.64,No,Free Shipping,Yes,Yes,8,Cash,Monthly
1281,65,Female,Dress,Clothing,26,Idaho,XL,Red,Winter,,No,Next Day Air,Yes,Yes,13,Debit Card,Monthly
1282,50,Male,Coat,Clothing,60,Alabama,L,Red,Spring,3.77,No,Standard,No,No,4,Bank Transfer,Quarterly
1283,36,Male,T-shirt,Clothing,73,New York,XL,Yellow,Spring,3.31,Yes,Standard,No,No,11,Debit Card,Fortnightly
1284,26,Female,Jeans,Clothing,84,Idaho,M,White,Fall,4.46,No,Free Shipping,Yes,Yes,15,Debit Card,Weekly
1285,45,Female,Hoodie,Clothing,21,Ohio,S,Beige,Summer,3.27,Yes,Free Shipping,Yes,Yes,46,Venmo,Quarterly
1286,52,Female,Skirt,Clothing,23,Virginia,L,Gray,Spring,4.19,Yes,Next Day Air,No,No,18,Venmo,Weekly
1287,56,Male,Sneakers,Footwear,97,Ohio,S,Blue,Winter,2.78,No,Standard,Yes,Yes,20,Bank Transfer,Weekly
1288,27,Female,Shirt,Clothing,51,New York,M,Black,Fall,3.63,No,2-Day Shipping,No,No,1,Cash,Quarterly
1289,18,Male,T-shirt,Clothing,21,Montana,XL,Blue,Fall,4.72,Yes,Free Shipping,No,No,1,Debit Card,Weekly
1290,59,Female,Shirt,Clothing,83,Arizona,S,Beige,Summer,3.63,No,2-Day Shipping,No,No,11,PayPal,Quarterly
1291,38,Female,Sandals,Footwear,33,New York,XL,Red,Fall,3.86,No,2-Day Shipping,Yes,Yes,29,Debit Card,Annually
1292,26,Female,Jeans,Clothing,39,Michigan,M,Blue,Spring,,No,Standard,No,No,29,Cash,Annually
1293,64,Male,Sandals,Footwear,68,Alabama,L,Red,Winter,3.71,No,Next Day Air,Yes,Yes,24,Bank Transfer,Every 3 Months
1294,32,Male,Blouse,Clothing,27,Georgia,M,Red,Fall,3.96,Yes,2-Day Shipping,No,No,20,Cash,Fortnightly
1295,52,Male,Sandals,Footwear,82,Virginia,S,White,Fall,4.16,Yes,Next Day Air,No,No,30,PayPal,Quarterly
1296,22,Male,Blouse,Clothing,65,Ohio,S,Red,Winter,2.97,No,Free Shipping,Yes,Yes,38,Venmo,Fortnightly
1297,58,Male,Skirt,Clothing,40,California,S,Brown,Fall,3.51,Yes,Standard,Yes,Yes,5,PayPal,Annually
1298,39,Male,Pants,Clothing,51,Alabama,XL,Red,Fall,,Yes,Express,Yes,Yes,45,Cash,Monthly
1299,58,Female,Blouse,Clothing,27,Montana,L,Black,Summer,2.84,No,Standard,No,No,10,PayPal,Quarterly
1300,40,Male,T-shirt,Clothing,35,New York,S,Black,Spring,4.62,Yes,Express,Yes,Yes,6,Debit Card,Annually
1301,24,Female,Boots,Footwear,59,Ohio,S,Black,Fall,4.25,No,Store Pickup,No,No,4,Cash,Every 3 Months
1302,40,Male,Shirt,Clothing,46,Oregon,S,Green,Spring,4.16,No,Free Shipping,Yes,Yes,4,Bank Transfer,Monthly
1303,61,Female,Sneakers,Footwear,37,Ohio,M,Gray,Summer,4.59,No,Next Day Air,No,No,7,Venmo,Quarterly
1304,42,Female,Boots,Footwear,54,New York,S,Gray,Spring,4.23,No,Free Shipping,No,No,48,Venmo,Weekly
1305,44,Male,Dress,Clothing,71,Arizona,M,Gray,Summer,3.66,Yes,Standard,No,No,33,PayPal,Monthly
1306,58,Female,Pants,Clothing,34,Georgia,S,Brown,Spring,2.82,No,Express,No,No,9,PayPal,Bi-Weekly
1307,23,Male,Sandals,Footwear,82,New York,M,Black,Spring,3.39,No,Store Pickup,Yes,Yes,26,PayPal,Bi-Weekly
1308,51,Male,Hoodie,Clothing,72,Virginia,XL,Yellow,Fall,3.41,No,Express,Yes,Yes,47,Bank Transfer,Bi-Weekly
1309,26,Male,Dress,Clothing,100,Idaho,XL,Gray,Spring,4.17,Yes,Standard,No,No,41,Debit Card,Monthly
1310,66,Male,Jeans,Clothing,85,Colorado,M,Beige,Fall,3.85,No,Standard,Yes,Yes,21,Venmo,Fortnightly
1311,50,Female,Blouse,Clothing,50,Illinois,L,Beige,Fall,2.86,No,Free Shipping,No,No,22,Cash,Quarterly
1312,68,Male,Shirt,Clothing,80,Oregon,L,Blue,Spring,4.32,Yes,2-Day Shipping,Yes,Yes,33,Cash,Weekly
1313,23,Female,Sweater,Clothing,83,Arizona,M,Green,Fall,4.6,Yes,Express,Yes,Yes,33,Venmo,Weekly
1314,54,Female,Coat,Clothing,53,Illinois,XL,Yellow,Spring,4.69,Yes,Standard,Yes,Yes,48,Bank Transfer,Annually
1315,48,Female,T-shirt,Clothing,74,Montana,M,Red,Winter,3.12,No,Free Shipping,No,No,5,PayPal,Monthly
1316,51,Male,Sneakers,Footwear,78,Texas,L,Black,Fall,3.99,No,2-Day Shipping,Yes,Yes,21,Credit Card,Bi-Weekly
1317,58,Female,Shorts,Clothing,22,Alabama,M,Brown,Winter,3.2,No,Next Day Air,No,No,27,PayPal,Every 3 Months
1318,46,Male,T-shirt,Clothing,36,Virginia,XL,Green,Winter,4.96,No,Standard,Yes,Yes,41,Bank Transfer,Annually
1319,31,Female,Skirt,Clothing,97,Colorado,L,White,Fall,3.82,No,2-Day Shipping,No,No,1,Venmo,Weekly
1320,53,Male,Sweater,Clothing,97,Florida,L,White,Summer,3.58,No,Next Day Air,Yes,Yes,16,Debit Card,Every 3 Months
1321,53,Male,Hoodie,Clothing,65,New York,S,Pink,Summer,3.47,No,Store Pickup,No,No,35,PayPal,Annually
1322,70,Male,Coat,Clothing,57,Alabama,S,Red,Winter,4.0,No,Next Day Air,No,No,36,Cash,Every 3 Months
1323,32,Male,Sweater,Clothing,54,Florida,L,Black,Winter,4.11,No,Free Shipping,Yes,Yes,44,Debit Card,Weekly
1324,25,Female,Sandals,Footwear,20,Oregon,L,Green,Spring,2.81,No,Express,No,No,32,Venmo,Fortnightly
1325,43,Female,Blouse,Clothing,48,Montana,M,White,Winter,4.64,Yes,Standard,No,No,29,Credit Card,Weekly
1326,53,Male,Pants,Clothing,23,Montana,XL,Pink,Fall,4.08,Yes,2-Day Shipping,No,No,39,PayPal,Annually
1327,65,Female,Sneakers,Footwear,80,Texas,L,Brown,Summer,4.63,Yes,Store Pickup,No,No,47,Debit Card,Weekly
1328,38,Male,Jacket,Clothing,36,Colorado,XL,Black,Summer,,No,Store Pickup,Yes,Yes,23,Debit Card,Quarterly
1329,45,Male,Blouse,Clothing,47,Arizona,L,White,Summer,3.74,No,Next Day Air,No,No,15,Cash,Weekly
1330,21,Female,Jacket,Clothing,69,Alabama,XL,Gray,Fall,4.31,No,Store Pickup,Yes,Yes,26,PayPal,Quarterly
1331,33,Male,Dress,Clothing,27,Virginia,S,Beige,Spring,3.45,No,Express,Yes,Yes,37,Credit Card,Annually
1332,39,Male,Pants,Clothing,53,Colorado,L,Pink,Fall,3.52,Yes,Next Day Air,No,No,25,Debit Card,Bi-Weekly
1333,29,Male,Coat,Clothing,78,Alabama,M,Brown,Fall,4.74,No,Standard,Yes,Yes,2,Cash,Fortnightly
1334,33,Male,Shirt,Clothing,37,Virginia,XL,White,Summer,3.36,No,Standard,No,No,12,PayPal,Annually
1335,68,Male,Shorts,Clothing,78,New York,L,Brown,Fall,3.92,No,Store Pickup,No,No,19,PayPal,Every 3 Months
1336,57,Female,Jeans,Clothing,46,Montana,S,Red,Winter,3.26,No,Free Shipping,No,No,32,Credit Card,Annually
1337,55,Female,Boots,Footwear,35,Florida,S,Blue,Fall,3.41,No,Standard,No,No,23,Cash,Weekly
1338,59,Female,Pants,Clothing,29,California,S,Pink,Summer,3.5,Yes,Standard,Yes,Yes,5,Credit Card,Fortnightly
1339,54,Male,Blouse,Clothing,95,Texas,S,Green,Summer,4.67,Yes,Standard,Yes,Yes,25,Debit Card,Annually
1340,46,Male,Sneakers,Footwear,41,Arizona,L,Green,Fall,4.11,No,Express,Yes,Yes,35,Bank Transfer,Every 3 Months
1341,35,Male,Boots,Footwear,35,Ohio,M,White,Winter,4.31,No,2-Day Shipping,Yes,Yes,29,Venmo,Annually
1342,27,Male,Skirt,Clothing,31,California,XL,Gray,Winter,2.72,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Annually
1343,59,Male,Skirt,Clothing,94,Michigan,M,Gray,Summer,3.82,Yes,Store Pickup,Yes,Yes,45,Credit Card,Fortnightly
1344,56,Male,Sweater,Clothing,70,Oregon,XL,Red,Winter,3.57,No,Standard,No,No,20,Credit Card,Every 3 Months
1345,35,Female,Boots,Footwear,20,Idaho,M,Green,Winter,4.1,No,2-Day Shipping,No,No,47,Bank Transfer,Every 3 Months
1346,18,Male,Sneakers,Footwear,46,Illinois,L,Pink,Spring,5.0,No,Store Pickup,Yes,Yes,36,Bank Transfer,Fortnightly
1347,56,Female,Coat,Clothing,86,Texas,L,Beige,Spring,2.37,No,Standard,No,No,7,Bank Transfer,Monthly
1348,38,Male,Dress,Clothing,31,Florida,XL,Gray,Winter,4.04,Yes,2-Day Shipping,Yes,Yes,22,Bank Transfer,Quarterly
1349,18,Female,Jacket,Clothing,49,Oregon,L,Green,Winter,5.0,No,2-Day Shipping,Yes,Yes,18,Venmo,Every 3 Months
1350,32,Male,Sweater,Clothing,28,Georgia,XL,Blue,Spring,3.49,Yes,Store Pickup,No,No,21,Debit Card,Every 3 Months
1351,21,Female,Skirt,Clothing,72,California,M,Pink,Spring,3.89,No,Next Day Air,No,No,22,Bank Transfer,Every 3 Months
1352,37,Female,Jeans,Clothing,80,Florida,L,Beige,Spring,4.21,No,Store Pickup,No,No,39,Bank Transfer,Every 3 Months
1353,27,Male,Jeans,Clothing,73,Georgia,L,Blue,Summer,2.51,No,Express,Yes,Yes,12,Credit Card,Fortnightly
